epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,9793.69,0.36997,0.27827,1.08335,0.9954,0.99275,0.994,0.96381,0.23286,0.15504,0.93018,0.0001855,0.0001855,0.0001855
183,9846.68,0.37297,0.2781,1.08434,0.99545,0.99275,0.99376,0.96404,0.23266,0.15449,0.93021,0.000181,0.000181,0.000181
184,9899.54,0.37509,0.28221,1.0869,0.99546,0.99282,0.99354,0.964,0.23271,0.15457,0.93038,0.0001765,0.0001765,0.0001765
185,9952.4,0.37072,0.28395,1.085,0.99549,0.99284,0.99305,0.96376,0.23242,0.15482,0.9299,0.000172,0.000172,0.000172
186,10005.3,0.372,0.27971,1.0851,0.9955,0.99284,0.99301,0.96446,0.23248,0.15516,0.92964,0.0001675,0.0001675,0.0001675
187,10058.3,0.3728,0.28396,1.085,0.9955,0.99285,0.99301,0.96417,0.23315,0.15426,0.93056,0.000163,0.000163,0.000163
188,10111.4,0.3738,0.27908,1.08792,0.99752,0.99092,0.99301,0.9641,0.2331,0.15361,0.93073,0.0001585,0.0001585,0.0001585
189,10164.1,0.37532,0.28389,1.08899,0.99744,0.99176,0.99297,0.96392,0.23333,0.15373,0.93122,0.000154,0.000154,0.000154
190,10216.9,0.36766,0.27505,1.08317,0.99729,0.99179,0.993,0.96401,0.23286,0.15371,0.93074,0.0001495,0.0001495,0.0001495
191,10313,0.17816,0.1563,0.97657,0.99745,0.99181,0.99296,0.96407,0.23258,0.15348,0.93119,0.000145,0.000145,0.000145
192,10366.1,0.16759,0.13763,0.9645,0.99728,0.99181,0.99269,0.96366,0.23199,0.15322,0.93052,0.0001405,0.0001405,0.0001405
193,10419.1,0.16557,0.13409,0.96596,0.99833,0.99095,0.99276,0.96414,0.23203,0.15279,0.93074,0.000136,0.000136,0.000136
194,10472.1,0.16017,0.12923,0.95544,0.99826,0.99194,0.99284,0.96391,0.23109,0.15223,0.93005,0.0001315,0.0001315,0.0001315
195,10525,0.16307,0.13,0.96114,0.99809,0.99207,0.99365,0.96382,0.23026,0.15151,0.92918,0.000127,0.000127,0.000127
196,10577.7,0.15876,0.12658,0.95987,0.99821,0.99212,0.99368,0.96399,0.22931,0.15094,0.92807,0.0001225,0.0001225,0.0001225
197,10630.6,0.15417,0.12294,0.95311,0.99825,0.99192,0.99369,0.96396,0.22882,0.15046,0.92703,0.000118,0.000118,0.000118
198,10683.1,0.15576,0.12785,0.96083,0.99825,0.99178,0.99366,0.96419,0.22863,0.15008,0.92672,0.0001135,0.0001135,0.0001135
199,10735.7,0.15689,0.12257,0.95976,0.9982,0.9919,0.99376,0.9645,0.22827,0.14964,0.92649,0.000109,0.000109,0.000109
200,10788.4,0.15047,0.11978,0.95279,0.99818,0.99202,0.99378,0.96444,0.22831,0.14985,0.92599,0.0001045,0.0001045,0.0001045
